ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CREDIT_INQUIRIES,EXISTING_LOAN_BALANCE
5001049,M,N,Y,114300.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19304,-12345,1,23700.0
5001050,F,N,Y,73000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11894,-4956,0,0.0
5001051,F,N,Y,332400.0,Working,Incomplete higher,Married,House / apartment,-14267,-3454,1,245200.0
5001052,F,N,N,334100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23067,-10016,1,323100.0
5001053,F,N,N,336800.0,Pensioner,Secondary / secondary special,Married,With parents,-17804,365243,1,164400.0
5001054,F,N,N,257500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9300,-2707,3,0.0
5001055,M,N,Y,76000.0,Working,Secondary / secondary special,Widow,House / apartment,-13330,-2875,0,0.0
5001056,F,N,Y,132200.0,Working,Secondary / secondary special,Married,House / apartment,-18438,-1503,1,147200.0
5001057,F,N,N,240500.0,Working,Secondary / secondary special,Civil marriage,With parents,-15935,-8147,2,153500.0
5001058,F,N,Y,236400.0,Commercial associate,Higher education,Civil marriage,House / apartment,-19006,-6019,1,44100.0
5001059,F,N,N,197600.0,Commercial associate,Higher education,Single / not married,House / apartment,-20741,-13984,0,0.0
5001060,F,N,N,265600.0,Working,Higher education,Civil marriage,House / apartment,-15920,-5230,1,317100.0
5001061,F,Y,Y,222200.0,Working,Secondary / secondary special,Married,House / apartment,-24613,-607,0,181700.0
5001062,F,N,N,234700.0,Working,Secondary / secondary special,Married,House / apartment,-23372,-7276,0,156700.0
5001063,F,N,N,160500.0,Working,Higher education,Married,House / apartment,-8698,-1576,1,130200.0
5001064,F,Y,Y,360900.0,Working,Secondary / secondary special,Married,House / apartment,-12244,-325,1,52900.0
5001065,F,N,Y,178100.0,Working,Higher education,Married,House / apartment,-12829,-2693,1,0.0
5001066,M,N,Y,113600.0,Working,Secondary / secondary special,Married,House / apartment,-10833,-816,3,95000.0
5001067,M,Y,Y,150200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13026,365243,0,0.0
5001068,M,Y,Y,185600.0,Commercial associate,Higher education,Married,House / apartment,-14963,-5459,3,183800.0
5001069,M,Y,Y,363100.0,Pensioner,Higher education,Widow,House / apartment,-8555,365243,0,298200.0
5001070,M,N,Y,216300.0,Working,Higher education,Separated,House / apartment,-9855,-3148,1,0.0
5001071,M,Y,N,201300.0,State servant,Higher education,Married,House / apartment,-9322,-1784,1,65600.0
5001072,M,Y,Y,118300.0,Commercial associate,Higher education,Married,House / apartment,-8465,-1369,1,0.0
5001073,M,N,Y,327200.0,Working,Secondary / secondary special,Married,House / apartment,-15935,-3822,1,143600.0
5001074,F,Y,Y,159500.0,Working,Lower secondary,Married,House / apartment,-13400,-3923,3,88600.0
5001075,F,Y,Y,210100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-23728,-8029,0,0.0
5001076,M,Y,Y,463000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-9434,365243,1,286900.0
5001077,F,N,Y,284900.0,Working,Secondary / secondary special,Married,House / apartment,-23567,-11141,2,132500.0
5001078,M,N,Y,97900.0,Working,Higher education,Married,House / apartment,-9155,-2238,3,34500.0
5001079,F,N,N,91200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18300,-7834,1,0.0
5001080,F,N,N,213900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11922,365243,1,237700.0
5001081,M,N,Y,120500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21863,-14318,1,0.0
5001082,F,N,Y,305500.0,Working,Secondary / secondary special,Married,House / apartment,-8725,-1813,1,0.0
5001083,F,Y,Y,225600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24021,-1980,0,210200.0
5001084,F,Y,N,239900.0,Working,Higher education,Married,House / apartment,-8481,-1057,2,240200.0
5001085,F,N,Y,155100.0,State servant,Higher education,Married,With parents,-11809,-4746,3,0.0
5001086,F,N,N,527600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15638,-8566,0,256600.0
5001087,M,Y,Y,800000.0,Commercial associate,Higher education,Married,House / apartment,-20649,-5464,0,209800.0
5001088,F,N,Y,192200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23997,-10652,2,5100.0
5001089,M,Y,Y,263500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-15018,365243,2,216600.0
5001090,F,N,N,231900.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-20670,-5894,1,90500.0
5001091,F,N,N,194000.0,Pensioner,Higher education,Married,With parents,-20153,365243,2,218100.0
5001092,F,Y,Y,145700.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17475,-1508,1,128100.0
5001093,F,N,Y,128400.0,State servant,Secondary / secondary special,Married,House / apartment,-19531,-11482,1,0.0
5001094,M,Y,Y,125200.0,State servant,Secondary / secondary special,Married,House / apartment,-8323,-1642,3,0.0
5001095,M,N,Y,270500.0,Working,Higher education,Married,House / apartment,-15250,-4469,0,0.0
5001096,M,Y,N,170400.0,Pensioner,Higher education,Married,House / apartment,-21160,365243,2,146800.0
5001097,M,N,N,60900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15811,-348,2,52900.0
5001098,F,Y,N,275900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22665,-11955,1,18200.0
5001099,M,N,N,216700.0,Pensioner,Higher education,Married,House / apartment,-21981,365243,0,172100.0
5001100,M,N,Y,433100.0,Working,Higher education,Married,House / apartment,-22492,-7063,0,0.0
5001101,F,N,N,266200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901,-418,0,164000.0
5001102,F,Y,N,105500.0,Commercial associate,Higher education,Married,With parents,-11861,-1149,2,32100.0
5001103,F,N,Y,72400.0,Commercial associate,Lower secondary,Married,Municipal apartment,-8178,-398,2,21500.0
5001104,F,Y,N,154200.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-24541,-10083,0,0.0
5001105,M,Y,Y,161600.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-11723,-1669,0,115400.0
5001106,M,N,N,354000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13972,-1103,2,190300.0
5001107,F,Y,Y,219900.0,Working,Higher education,Married,House / apartment,-12389,-5351,0,85100.0
5001108,F,Y,Y,389400.0,Working,Secondary / secondary special,Married,House / apartment,-8353,-1709,1,358200.0
5001109,M,N,N,113900.0,Working,Secondary / secondary special,Married,House / apartment,-12155,-930,1,0.0
5001110,F,N,Y,357900.0,Commercial associate,Higher education,Single / not married,House / apartment,-9355,-780,3,187100.0
5001111,M,N,Y,316800.0,Working,Higher education,Married,House / apartment,-14438,-4731,2,299400.0
5001112,M,N,Y,80500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24267,-2354,2,80500.0
5001113,F,N,Y,428000.0,Working,Secondary / secondary special,Separated,House / apartment,-19657,-2228,0,0.0
5001114,F,Y,Y,231500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19805,-4574,0,0.0
5001115,F,N,N,268700.0,Working,Higher education,Separated,House / apartment,-15449,-8433,1,232200.0
5001116,M,N,N,143300.0,Commercial associate,Higher education,Married,House / apartment,-21597,-14068,0,155200.0
5001117,F,N,Y,417900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23262,-12327,1,0.0
5001118,M,Y,N,122100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24176,365243,0,0.0
5001119,M,N,Y,334900.0,Commercial associate,Higher education,Married,House / apartment,-9369,-2000,2,0.0
5001120,F,Y,N,333000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22770,-10580,0,186300.0
5001121,F,Y,Y,135700.0,Pensioner,Secondary / secondary special,Married,Office apartment,-11534,365243,0,0.0
5001122,F,Y,Y,595500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14490,-3813,0,259200.0
5001123,F,N,Y,248000.0,Working,Higher education,Civil marriage,House / apartment,-13600,-3810,3,0.0
5001124,F,N,Y,306300.0,State servant,Secondary / secondary special,Married,Municipal apartment,-19260,-8115,1,0.0
5001125,F,N,N,102900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17934,-8356,0,116400.0
5001126,M,N,N,636900.0,Working,Secondary / secondary special,Married,House / apartment,-9543,-452,2,0.0
5001127,F,Y,Y,119800.0,Commercial associate,Higher education,Single / not married,House / apartment,-21108,-3410,0,0.0
5001128,M,Y,Y,368800.0,State servant,Secondary / secondary special,Married,House / apartment,-15217,-8329,1,297000.0
5001129,M,Y,N,134300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7708,365243,2,92100.0
5001130,F,N,N,162100.0,Pensioner,Lower secondary,Single / not married,House / apartment,-14785,365243,0,184900.0
5001131,F,N,Y,327700.0,Working,Incomplete higher,Married,House / apartment,-16533,-3459,1,44300.0
5001132,M,N,Y,369300.0,Working,Lower secondary,Married,House / apartment,-8852,-745,0,30900.0
5001133,M,Y,N,117000.0,Working,Secondary / secondary special,Married,House / apartment,-10264,-1662,1,74400.0
5001134,F,Y,Y,381100.0,Working,Higher education,Single / not married,House / apartment,-24726,-4379,2,6300.0
5001135,M,Y,Y,372500.0,State servant,Secondary / secondary special,Married,House / apartment,-22625,-1498,1,297100.0
5001136,F,N,Y,138200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9959,-848,2,0.0
5001137,F,N,N,491300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17632,-7144,3,0.0
5001138,F,N,N,106600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14180,-1839,1,0.0
5001139,F,N,N,161600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17004,-6819,1,34000.0
5001140,F,N,N,280700.0,Working,Secondary / secondary special,Married,House / apartment,-15747,-1082,1,0.0
5001141,M,N,N,144200.0,Working,Higher education,Married,House / apartment,-8496,-255,1,0.0
5001142,F,Y,Y,252000.0,Working,Secondary / secondary special,Married,House / apartment,-13084,-5634,0,150300.0
5001143,F,N,N,249200.0,Working,Secondary / secondary special,Married,House / apartment,-9825,-2514,2,0.0
5001144,M,N,Y,201200.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-16064,365243,3,206500.0
5001145,F,Y,N,334900.0,State servant,Incomplete higher,Married,House / apartment,-23245,-9791,1,191200.0
5001146,F,N,Y,197100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24760,-628,2,179100.0
5001147,F,N,Y,248000.0,State servant,Secondary / secondary special,Married,House / apartment,-23880,-3635,4,163100.0
5001148,F,N,N,391900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24591,-11902,0,359000.0
5001149,F,N,N,328000.0,Commercial associate,Higher education,Single / not married,House / apartment,-7931,-352,0,326000.0
5001150,F,N,Y,327200.0,Working,Secondary / secondary special,Married,House / apartment,-20192,-11103,0,0.0
5001151,F,N,Y,124400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12355,-3453,2,122500.0
5001152,F,Y,Y,287200.0,Working,Secondary / secondary special,Married,House / apartment,-22530,-10864,2,49200.0
5001153,F,Y,Y,142400.0,Working,Higher education,Married,House / apartment,-21639,-9481,1,0.0
5001154,F,Y,N,116400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14943,-3596,3,132800.0
5001155,F,Y,Y,213100.0,Working,Higher education,Single / not married,House / apartment,-15794,-2821,0,0.0
5001156,M,N,N,140500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12221,-3858,2,27100.0
5001157,F,N,Y,328000.0,Working,Incomplete higher,Civil marriage,House / apartment,-12628,-4919,1,0.0
5001158,F,Y,N,331900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24513,-827,2,0.0
5001159,M,N,N,85300.0,Commercial associate,Higher education,Married,House / apartment,-22928,-5663,1,0.0
5001160,F,Y,Y,146000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10964,-1658,1,42900.0
5001161,M,Y,Y,106500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12400,-3339,1,66400.0
5001162,M,Y,N,175300.0,Working,Secondary / secondary special,Married,House / apartment,-9535,-499,1,192200.0
5001163,F,N,N,277400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24645,-13649,1,43200.0
5001164,M,Y,Y,195700.0,Pensioner,Incomplete higher,Married,House / apartment,-23244,365243,3,104100.0
5001165,F,N,Y,164500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17147,-5882,1,137300.0
5001166,F,N,Y,423200.0,Commercial associate,Higher education,Single / not married,House / apartment,-19564,-12013,0,239000.0
5001167,F,N,Y,69800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20510,-11417,1,36000.0
5001168,M,Y,Y,410000.0,Working,Incomplete higher,Married,House / apartment,-11169,-1028,1,0.0
5001169,M,Y,Y,168300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23715,-2091,3,136200.0
5001170,F,Y,N,212400.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-16712,365243,1,145600.0
5001171,F,N,N,169700.0,Working,Secondary / secondary special,Separated,House / apartment,-9257,-2335,2,0.0
5001172,F,Y,N,477800.0,State servant,Higher education,Single / not married,House / apartment,-14486,-4326,1,428000.0
5001173,M,N,N,119400.0,Working,Higher education,Married,House / apartment,-17998,-404,1,69400.0
5001174,F,N,N,222200.0,Working,Secondary / secondary special,Married,House / apartment,-13727,-6694,3,203300.0
5001175,F,N,Y,287600.0,State servant,Secondary / secondary special,Married,House / apartment,-19673,-6292,2,259100.0
5001176,F,N,Y,98700.0,State servant,Secondary / secondary special,Married,House / apartment,-22812,-4524,2,0.0
5001177,M,Y,N,139500.0,State servant,Secondary / secondary special,Married,Rented apartment,-20921,-7499,1,130600.0
5001178,F,Y,Y,205100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18702,365243,1,191900.0
5001179,F,Y,Y,141800.0,Working,Secondary / secondary special,Married,House / apartment,-16462,-8169,2,30400.0
5001180,F,N,N,146900.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-12038,-765,4,106400.0
5001181,M,Y,N,185400.0,Working,Higher education,Single / not married,House / apartment,-15480,-3313,1,0.0
5001182,F,Y,N,305700.0,Working,Higher education,Married,House / apartment,-12699,-2077,2,72000.0
5001183,F,N,Y,186100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23704,-12296,2,222100.0
5001184,M,Y,N,378800.0,Commercial associate,Higher education,Married,House / apartment,-23245,-11413,0,0.0
5001185,F,N,N,134100.0,Working,Secondary / secondary special,Married,House / apartment,-10345,-1618,1,51200.0
5001186,F,N,Y,118100.0,State servant,Higher education,Married,House / apartment,-21791,-9769,2,43800.0
5001187,M,Y,N,578800.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19737,-5302,2,0.0
5001188,M,Y,Y,159000.0,Working,Higher education,Married,House / apartment,-24411,-8425,2,61200.0
5001189,F,Y,Y,114700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15623,-8971,1,40700.0
5001190,M,N,Y,92500.0,Working,Secondary / secondary special,Married,House / apartment,-20067,-7311,0,0.0
5001191,F,N,Y,378100.0,Working,Higher education,Single / not married,House / apartment,-16560,-9874,0,26200.0
5001192,M,N,Y,186200.0,State servant,Secondary / secondary special,Married,House / apartment,-8861,-1755,2,174500.0
5001193,F,N,Y,194600.0,Working,Secondary / secondary special,Widow,House / apartment,-8473,-389,0,161300.0
